Name	VotesAllowed	NumberElected	NumberRunoff	IsPartisan	Office	PrimaryParty
US House PA District 13 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 13	Democratic Party
US House PA District 14 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 14	Democratic Party
US House PA District 15 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 15	Democratic Party
US House PA District 16 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 16	Democratic Party
US House PA District 17 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 17	Democratic Party
US House PA District 18 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	US House PA District 18	Democratic Party
PA House District 1 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 1	Democratic Party
PA House District 2 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 2	Democratic Party
PA House District 3 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 3	Democratic Party
PA House District 4 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 4	Democratic Party
PA House District 5 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 5	Democratic Party
PA House District 6 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 6	Democratic Party
PA House District 7 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 7	Democratic Party
PA House District 8 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 8	Democratic Party
PA House District 9 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 9	Democratic Party
PA House District 10 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 10	Democratic Party
PA House District 11 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 11	Democratic Party
PA House District 12 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 12	Democratic Party
PA House District 13 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 13	Democratic Party
PA House District 14 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 14	Democratic Party
PA House District 15 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 15	Democratic Party
PA House District 16 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 16	Democratic Party
PA House District 17 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 17	Democratic Party
PA House District 18 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 18	Democratic Party
PA House District 19 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 19	Democratic Party
PA House District 20 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 20	Democratic Party
PA House District 21 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 21	Democratic Party
PA House District 22 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 22	Democratic Party
PA House District 23 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 23	Democratic Party
PA House District 24 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 24	Democratic Party
PA House District 25 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 25	Democratic Party
PA House District 26 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 26	Democratic Party
PA House District 27 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 27	Democratic Party
PA House District 28 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 28	Democratic Party
PA House District 29 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 29	Democratic Party
PA House District 30 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 30	Democratic Party
PA House District 31 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 31	Democratic Party
PA House District 32 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 32	Democratic Party
PA House District 33 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 33	Democratic Party
PA House District 34 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 34	Democratic Party
PA House District 35 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 35	Democratic Party
PA House District 36 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 36	Democratic Party
PA House District 37 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 37	Democratic Party
PA House District 38 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 38	Democratic Party
PA House District 39 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 39	Democratic Party
PA House District 40 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 40	Democratic Party
PA House District 41 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 41	Democratic Party
PA House District 42 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 42	Democratic Party
PA House District 43 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 43	Democratic Party
PA House District 44 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 44	Democratic Party
PA House District 45 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 45	Democratic Party
PA House District 46 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 46	Democratic Party
PA House District 47 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 47	Democratic Party
PA House District 48 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 48	Democratic Party
PA House District 49 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 49	Democratic Party
PA House District 50 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 50	Democratic Party
PA House District 51 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 51	Democratic Party
PA House District 52 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 52	Democratic Party
PA House District 53 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 53	Democratic Party
PA House District 54 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 54	Democratic Party
PA House District 55 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 55	Democratic Party
PA House District 56 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 56	Democratic Party
PA House District 57 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 57	Democratic Party
PA House District 58 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 58	Democratic Party
PA House District 59 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 59	Democratic Party
PA House District 60 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 60	Democratic Party
PA House District 61 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 61	Democratic Party
PA House District 62 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 62	Democratic Party
PA House District 63 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 63	Democratic Party
PA House District 64 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 64	Democratic Party
PA House District 65 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 65	Democratic Party
PA House District 66 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 66	Democratic Party
PA House District 67 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 67	Democratic Party
PA House District 68 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 68	Democratic Party
PA House District 69 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 69	Democratic Party
PA House District 70 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 70	Democratic Party
PA House District 71 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 71	Democratic Party
PA House District 72 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 72	Democratic Party
PA House District 73 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 73	Democratic Party
PA House District 74 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 74	Democratic Party
PA House District 75 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 75	Democratic Party
PA House District 76 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 76	Democratic Party
PA House District 77 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 77	Democratic Party
PA House District 78 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 78	Democratic Party
PA House District 79 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 79	Democratic Party
PA House District 80 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 80	Democratic Party
PA House District 81 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 81	Democratic Party
PA House District 82 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 82	Democratic Party
PA House District 83 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 83	Democratic Party
PA House District 84 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 84	Democratic Party
PA House District 85 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 85	Democratic Party
PA House District 86 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 86	Democratic Party
PA House District 87 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 87	Democratic Party
PA House District 88 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 88	Democratic Party
PA House District 89 (Green Party Primary) (Democratic Party Primary)	1	1	0	True	PA House District 89	Democratic Party
